cat,label,review
洗发水,1,沙宣的洗发水加上护发素简直是完美，真的好用，还有小赠品，做活动也便宜，值得信赖赞?
水果,1,苹果收到了，发货快，好吃又新鲜，准备榨汁吃。
计算机,0,启动时灌区有声响，分区太少，系统要是Xp就好了，VISta处于换代的过度系统，不喜欢用
酒店,1,服务细节比一年半前有提高，也像济南舜和那样赠送了小毛绒玩具。并且晚上赠送了一份水果。早餐内容还是略显不足，比附近的新悦还要差一些。价格比新悦贵100元，还算物有所值吧。
酒店,1,"这次我们订的海景房,入住比上次入住时的环境稍好一些,地理位置也是靠近海,比较好找.可惜的是到了晚上热水没有了,都是凉水.不知是锅炉太小了还是其他什么原因?等到第二天早上开热水时,一下子又把人烫得要死.变化太大了吧!还有就是娱乐项目的价格偏高了一些."
书籍,0,"我看了评论买了一套, 但是宝宝一点也不喜欢."
洗发水,0,人的，赠品少给我发了80洗发水两瓶，70发膜一瓶。希望大家不要购买
酒店,0,酒店作为转机过夜比较方便，房间卫生比较差，机场班车准点
酒店,1,大堂宽大豪华，服务有水准，装修一般，因为是十几年以前的建筑（92年邓公南巡后菲籍华侨郑周敏投建，滥尾至近年才投入使用），标间不够宽大，所以两张床要挤在一起。所配Hisense冰霜有嗡嗡声，对我来说有影响。我们家里的冰箱都是制冷的时候才有响声，为什么这台冰箱总在嗡？南侧紧邻西苑公园，早上有早锻炼的音乐，所以有睡懒觉习惯的人别选南侧房间。
平板,1,玩了几天才来评价的，挺不错的价格便宜。给老爸买来斗地主用的。支持国产
洗发水,0,特别一般，失望? ，，，，
水果,0,苹果不怎么样！和描述不一样，苹果质量部怎么样！外形差！
计算机,0,sd插槽没有挡板，内存太小，其他的目前还没发现（刚4天），又降了100元买贵了
酒店,1,在四川广元，这种酒店算不错了，在当地也是最好的了。早餐也很丰富。不足在于房间地毯太旧，房间隔音效果也不是很好。
衣服,1,东西非常的不错，质量不错，价格也非常优惠，而且物流的态度也好，商家的态度也不错呢衣服不错 穿上很舒服 面料也不错 做工更是没的说 第一眼看见就喜欢
衣服,0,一颗心都不想给，太垃圾了，网上的衣服还是不能买啊！1.70 身高，M号，穿着和裙子一样，又大的要死，浪费钱了，尺寸太不正规了。
酒店,0,"入住宾馆很失望,环境比较差,房间像招待所,正个房间充满着一股下水道的味道.早晨起来,赶紧逃走."
平板,1,屏大，速度快，给老人买的，很喜欢！
平板,0,也就值得一颗星吧，本来以为京东自营的应该差不多，用了一下，其他的还行，就是看视频卡，已经缓存完了，在线看视频，一集要卡两到三次，无语了，这平板虽然便宜，但是最起码看电影不应该卡吧？
水果,0,超级小，特别贵，刚刚买了就降价了四块，还买了四份
热水器,1,用了两天才来评价的，很好用，保温效果也不错，就是安装时候的材料费太贵了花了我240元，再装一次快能买一个了，其他都还不错，发货速度很快，客服也很高，给五颗星
书籍,0,原以为是原版的“色，戒？，没想到是把张爱玲的作品各抽一不分出的书集，没意思，象这种情况当当应该在介绍中说明。
蒙牛,0,打死不喝 蒙牛的奶质量真是猛 和蒙 叫嚣的态度才真是牛 品牌的成功解释
计算机,0,你们这价格真让人吐血啊！6月15日买的5398元，6月16日价格就下来到4999元？？一天价格就掉400元啊！！这样以后还有人敢上你们网上购物？.........机器散热口温度有点高！
洗发水,0,觉得洗发露有点假，不是广东产地连二维码都扫不出标价来，上挡下次不再买了
水果,1,产品很给力！包装很到位，快递小哥也很热心。直采值得赞！！
平板,0,不好，说送东西什么多没有
酒店,1,房间挺干净的，这一点不错。但是，服务上有点跟不上。比如房间里的咖啡，只有入住的第一天是免费提供的，然后就需要自己购买了，让人感觉很小气。
水果,1,东西很好，京东送货很快，物美价廉
水果,0,三个全部烂了！！！！！！！！！！！！！气死我了
平板,0,物流比承诺慢 赠品没送 这是京东承诺的服务吗 垃圾
酒店,0,"早餐不好. 周围环境还行. 一早CHECK-OUT时, 大冷的天,我们两女生有好几件行李, 叫坐在那门口的保安帮忙叫TAXI, 他冲冲的说没空!!! 前台小姐说他也不听! 怎么有这种人在酒店! 炒他100次都不为过."
水果,0,一点都不甜，也不新鲜，还是进口的，一点都不划算
洗发水,1,非常满意，性价比高！很好的一次网购
酒店,0,除了地理位置以外真想不出有什么好的地方
酒店,1,房间很大也很舒服，这个地段这样的价格包括免费网络还是很吸引人的。服务一般，早餐不错，算是对得起价格。只是有一点非常抹黑，门卫和部分X牌照小公司出租车100%有猫腻嫌疑，去机场严重绕路。此处暴光一下我所遭遇的车牌号为：AX1619，老外都看出绕了，真是给上海丢脸！作为一家四星级酒店，着实不应该有这类情况啊！
水果,0,苹果迷你也就罢了，可是都有很多烂了。这样的商家也真够无耻的
计算机,1,今天中午刚收到，样子还算可以，性能也不错。加了1G内存，装了XP，运行速度挺快，目前看来比较满意！
衣服,1,宝贝非常不错，颜色正，腰围长短合适，满意的购物已关注店铺还会光临的，祝生意兴隆！
水果,1,好吃，好香 很甜。京东快递很快
平板,0,特别不满意，买回来半个月了，今天才想起，各位买家不要买了，买了你会后悔！
洗发水,0,垃圾京东 什么时候也有假货了 洗发水和潘婷一样
平板,1,性能只能说中上不过值这个 做工很完美 屏幕显示效果和音质真的很棒 特别是两个扬声器的位置摆放很满意 8.4寸对我来说也是刚刚好 还有就是屏幕比例打手游看电影也是很棒的
酒店,0,冲着送机定的房间，打电话说凌晨可以送，到前台又说这个时间不行，说我听错了！酒店凌晨四点开始送机，我们坐的这班车，幸亏赶上了飞机，不然真就麻烦了，酒店要不是这个地段，这个价钱住这么个小房间，我肯定是不会住的
衣服,1,宝贝一收到包装完好产品质量挺好很不错的一次网购下次还买很完美
平板,1,用了好几天，感觉挺好的，质量不错。可惜的就是充电口不是type-c
衣服,1,这个价格能买到这样的打底，很公道！舒适柔软，真心不错！穿着方便……没有衬衫那样还要扣钮！
计算机,1,价格好，机器做工好，能用这个价位买到小黑，太值了，其他品牌更本不考虑
衣服,0,买的人注意 本人购买15天后才特地回来评价 衣服一般 超级紧身 穿上之后跟绑绳子在身上一样。 一个字 差 号码做的超级小
水果,1,苹果点都不好吃 小还不甜 像没熟
洗发水,0,包装很差，居然漏了出来，真的太不认真的对待消费者了。
洗发水,1,很划得来的一次购物，经常在京东这家店买洗发用品，信得过
平板,1,已经是第二次购买了。质量可以。我和儿子都是用的华为手机。包括平板电脑两部。值得信懒。
水果,0,东西不好，小而且发绿，感觉没熟透，有一颗还起了霉了，失败的一次网购
酒店,0,实在不建议大家住在那里，如果你自己没有车的话，价格贵，位置差，我第一次遇上连车都不帮你叫的酒店。竟然让客人自己提着大箱子走上20分钟去打黑车。 这是我遇上的最差的酒店。如果有零分第一个打给它。
酒店,0,一般，对不起房价
水果,1,真的很不错，物流很快的，服务太度也行，口感不错
书籍,0,"到货很不准时,写明休息日,却在工作日到。而且快递还威胁一定要收。投诉客服也没有回音。只好寻求媒体的帮助。看来这是最后一次在当当买东西了。"
水果,0,口感不好，不甜，还有一股浓浓的浆糊味，还不如路边水果摊上的好吃。
水果,0,差差差！第一次在京东买东西这么失望！居然不给送货上门，让自己取货！重要的是离取货的地方有三公里！本来是买给老爸吃的，结果还让他大老远跑一趟去取货！第三方真的不可靠！
酒店,0,唉唉唉唉唉唉唉
水果,0,请问这种火龙果是吃皮的吗？因为没有中间的果实部分。
计算机,0,?，只能用USB接口的鼠标啊。装系统貌似也不太麻烦，叫朋友帮忙装的。
平板,1,用着很好 农药一点都不卡 电很赖用 充一次电玩了两天
平板,0,手机包装盒用胶带粘的不是原厂密封的！这就足以说明问题，外国品牌欺骗中国消费者我们不能忍，如今中国国产品牌都这样了。太让中国人心寒了，我们还怎么支持。华为你伤了中国人的心，挫了民族的魂
衣服,0,与照片不符，收到脏的，洗了一下，还是那样，愤怒，
衣服,0,一次不满意的购物，真差劲
洗发水,0,我在施华蔻官网查了一下，本款产品的包装不对，*买到假货了，以后还是去实体超市买吧。网上假货不是一般的多，自营的也是假货
蒙牛,0,对百盛严厉问责好！但对蒙牛也要同样严厉的问责！
平板,0,分辨率超级低……还用这么大一个屏幕，也不知道高配在哪里了，真心不推荐买！
洗发水,0,瓶子都没固定好，都漏了。
书籍,1,在当当上买了那么多书，这是第一次有写。书评的冲动。实在觉得作者说的太好了，不推荐出来，自己都觉得过意不去。书里有很多经验都值得细细回味，特别关于课外阅读那部分让我共鸣不已，并且特地拿给我爸看。在孩子教育上，他外公就是主张不要花那么多时间进行课外阅读，把课本读好读精就行了，我虽说觉得他不对，但理论上不能说服，这下可有后援了哈哈！！
平板,0,送货师傅不错，平板质量一般般
洗发水,0,能不能把瓶口拧紧了再发，上次的洗衣液发过来也漏了好多，对京东失望
计算机,0,就是本本上许多预留的接口让人看了太心酸了。 低配的本本，也不至于留下那么多伤口吧。
酒店,1,不错!就是洗澡的地方小点~~下回去还住这家~~
蒙牛,1,很有意义的活动，感谢蒙牛哈哈，这些图片太友爱了~~
酒店,1,酒店位置不错，对面夜市开到很晚，能够吃到南昌特色的小吃。
酒店,0,服务员不够耐心
书籍,1,"父母对孩子富有感情色彩的评价性语言,在孩子的一生中往往成为判断对错的原始依据.虽然孩子在成长中还会被外在的环境有所修改,但这种修改决不会触及他儿时的核心观点.所以,从某种程度上说,父母说话的态度、内容和品质，将成为孩子一生的自我意象和思维定式，是乐观、自信、富有想想和气概，还是消极、自卑或得过且过、自暴自弃。可见，父母对孩子的态度和话语，对孩子的影响有多大！"
酒店,1,如果用一句话来点评：服务远远好过硬件。这次入住了行政湖景房和豪华商务房，感受比较多，就多说几句。入住当天虽然没有如约拿到双床房（可能入住人太多，说是还没有打扫好），但是前台安排了最高层的湖景房，补偿了一下。很少见的是每间房只提供单早，每次都要签单，稍微有点麻烦。不过早餐45一份，内容也挺丰富，还有小笼蒸的糕点，很喜欢。在酒店中餐厅消费可以打85折，价格很适中，即使人少也能提供包间，还不设最低消费，不错。离西湖确实比较近，慢慢散步十五分钟左右绝对可以达到。在湖景房或者17楼湖景餐厅还可以看到西湖喷泉、白堤，很享受。门童非常积极主动，除了热情招呼，还会主动询问是否需要拦出租车，知道我们要去机场，还告诉我们等车的位置以及可以在酒店大堂购买机场大巴的车票。客房服务很及时，需要什么东西都会尽快送到，打扫卫生迅速到令人吃惊，我们才一顿早餐的工夫，回来屋子已经收拾整齐。前台工作人员让我印象最深刻的是一名叫欣怡的姑娘，耐心、亲切，在我提出要定多一间房，想看看房后，她很快处理完自己手中的事陪我们前往，提供了很多有帮助的信息说到房间，这确实是唯一令我觉得与这间酒店很不太相称的地方。虽然我很欣赏客房设施的全面，免费提供的水果和饮料，卫生间里既有浴缸又有淋浴房的多种选择。但是，不得不说，设施实在是“太”陈旧了，旧的衣柜的门开闭都有吱吱嘎嘎的声响，还要往上提一提才能关严实。旧的马桶里的水阀的链子都是断的用绳子修补好的，结果还是一个劲儿的断，在我们自己维修过两次后，不得已求助客房服务，他们立刻通知工程部的维修人员，很快换上了新的带铁链的，接着即刻又有客房服务人员打扫干净，衔接的那么好，服务总是无可挑剔。中途加定的豪华客房据说是按照五星级标准装修的，不过装修的品位着实不怎么样，所以也不显得新到哪里去。（而且后来通过携程预定到的房比之前我们去看的房小了不少，也没有之前看到的组合沙发一块儿，不知道是不是因为通过携程预定会比直接在酒店预定少那么二三十块钱就缩水的缘故，想不明白，同是5-7层的豪华房，怎么大小，设备还有区别呢？）建议向皇冠假日酒店或者新开元酒店的设计风格学习学习。如果酒店能够重新装修一下，我想即使价格再高一点，我还是会选择马可波罗。宾馆反馈 2008年8月9日 ： 非常感谢您我们酒店中肯的点评。您加订的是商务豪华双床房，而您参观的是商务豪华大床房。由于房间格局的不同，商务豪华双床房内由带琴凳的单人沙发代替了组合沙发。同时我们酒店也在逐步对老楼层的设施设备做进一步的改进。您的建议对我们很重要，再次表示感谢！衷心期待您的再次光临！
书籍,0,感觉就是一本流水帐，没什么特别突出的地方。
平板,1,电池续航不错，可以连续看三部电影。
酒店,0,看了评价不错就选择了这家，结果挺失望的，房间和照片不符，很老旧，淋浴间也小的可怜，只够转个身。。。本来打算住两天的，要不是房费先网上预付的，就凑合住了一晚，不然一天都忍不了。
洗发水,1,包装好，物流快，比超市便宜，值得购买！
水果,0,烂苹果，不是一般的差，长得丑，而且很干，没水分！
水果,1,一直在此购买， 方便实惠，安心。好爽脆会一直购买的。
衣服,0,刚穿觉得还是蛮舒服的，尤其在这么热的天气穿，但是质量实在不敢恭维，洗几次就开始脱线，到现在我老婆给我缝了两次了，又坏了几乎不能再穿。请广大消费者慎重考虑，不要太过于相信那些好评，估计很多都是刷的。
书籍,1,这本书从制作上面来说是无懈可击的，印刷精美，厚厚一本才二十多块钱！可以作为风水的入门书籍，对风水学的基本原理和各家风水学说的状况有一个初步映像。但要深入必须挑选一个门派的专业的书籍做专门的研究，毕竟风水是分流派的，不可能像个大杂烩！各家各派的观点有时候是互相矛盾的，只有在精通一家风水学说的前提下才能去取长补短，不过到那个时候就已经是大师的境界了，呵呵！
书籍,0,缴款已经10天了，货还没送到！！！
洗发水,1,挺不错的，包装得很好，淡淡的樱花香。
平板,1,好 非常好 手机大板 太酷了 7寸大屏
水果,1,小小个的 包装的挺好 快递小哥还专门打电话来问我有没有坏的
洗发水,0,11月7到10号从上海退了一套潘婷到现在还没收到货款，服务态度差，
平板,0,不满意，商家太励瑟了，耳机和保护套都没配置。
水果,1,还可以，挺喜欢的。还可以，挺喜欢的。还可以，挺喜欢的。
酒店,0,就是离机场近点，其它都特别差
水果,1,东东己收到，包装完好，苹果甜，继续京东买生鲜。
平板,0,这一星算是给快递速度吧，唉，刚下单半小时就降价200，订单想取消都不行，商品保价都不能保，就是因为有赠品，赠品还没刚加入购物车时的多，少了几样价格还是不变，京东很强大的嘛。唉，本想拒收的，可快递来了，本人没签收就丢在公司前台，事先也没电话通知，这是最不愉快的一次京东购物。
衣服,0,看着感觉一般般，没图片好看！
水果,1,买了好多次，整体不错，不过我觉得有时候好的和差点儿掺合着装，还行吧
洗发水,1,经济实惠哟 这牌子不错 用了好些年了 京东速度挺快的
平板,0,买时只看别人说买给老妈很好用。我也买个给我老爸用老年人视力不太好字调特大屏上图标还是太小。卡太小两张还没有原卡两张大。手机边太薄半边圆易。
酒店,1,酒店自动把房间升级成套房，不错，赞一下！但服务人员未免太自说自话，送水果也不能未经同意就自己开门进来啊！寒......希望加强培训！宾馆反馈 2008年8月4日 ： 非常感谢您的宝贵意见，我们将会在以后工作中加强此方面的相关培训。欢迎您的再次入住！
洗发水,1,洗发水是正品，价格比附近的超市都要便宜，京东物流很快洗发水有一点香味
酒店,1,如果中餐再丰富一些就好了，一个人吃中餐没有找到合适的地方。西餐不错
酒店,0,位置好，卫生不是太好：被子里有头发，茶杯里的水未倒掉
洗发水,0,去屑不是很好 ，也就是一般般吧 。将就用
酒店,0,离机场很久，服务不太好，一副爱理不理的
酒店,0,服务态度还可以，离景点也近，一入住的时候觉的还不错，可是晚上被咯吱咯吱的声音惊醒，还以为是床的质量不好，可是一开灯，发现一只老鼠正在肯我带去的小麻花，而且还和我们对视一分钟后才跑了。 把我恶心的把所有的零食全扔了。告诉酒店，前台说让服务员过去看一下，难道老鼠还会乖乖的等你来看吗？退房的时候又提起此事，找经理说没上班，一句对不起就把我们给打发了。小地方的酒店真的不能住啊！
酒店,1,"房间设备太破,连喷头都是不好用,空调几乎感觉不到,虽然我开了最大另外就是设备维修不及时,洗澡用品感觉都是廉价货,味道很奇怪的洗头液等等...总体感觉服务还可以,设备招待所水平..."
洗发水,1,包装完好，经济实惠，物流速度快，味道很好闻。很好的一次购买。
酒店,0,"之前住过三次,房间,早餐,服务都很好,所以这次又入住了,没想到,这次房间(九楼)非常差,应该是老装修了,还不如对面的三星的紫薇酒店,和之前住的房间天壤之别,同志们预定的时候千万注意挑选楼层自助早餐的水准大不如从前服务水准还好,再也不会住了"
洗发水,1,这个洗头真的不错，主要还便宜99两瓶
洗发水,0,效果不佳，没想象中好，洗着头发容易打结
水果,0,差，图片实物相去甚远，有烂的，能用点心思吗，还有回头客？
水果,1,送货快服务好，包装严格大小均匀味道不错值得购买。
平板,1,7寸手拿太大了，不过没关系。用起来很舒服，很方便，很值，性价比高！
平板,0,外观可以，不怎么好用，清晰
衣服,1,裤子很好，老弟很喜欢，穿上很好看，有型，卖家推荐的码也很好！
手机,1,机身造型出色多媒体能力强支持TF卡拖影现象明显传输方式单一字体过小夏新M650除了能够播放MP3音乐之外，还支持MPEG4、3GP格式影片播放，由于采用了独立的AMR9处理器，让其对于动态视频处理能力有所增强，在播放过程中画面相当流畅。
洗发水,0,差评，价格和超市一样。但赠品明明写了100Ml实际给了50ML.    这么简单的事情都做错，说明京东的服务是怎么样的，可想而知。    信誉第一，客户第一的原则就这样忽悠了。
平板,1,送货很快
洗发水,1,送货很快，我喜欢在京东买东西，因为他送货非常快。商品质量也都是很可以的，至少目前我还没有特别不满意的，以后还会再来买。
水果,1,我们的生活方式。我觉得自己是一个人在一起了
书籍,1,一口气就读完了，呵呵，来不及细品，怎就读完了。喜欢张爱玲的，所以拿来读。读到了不少不曾知道的，倒是更喜欢原来就喜欢的。精致不媚俗，孤傲却着实又让人怜惜，不是传奇，又是什么？更是有了些感悟，关于与孩子沟通的，生怕是不得法处，日后后悔了。朋友式的交流，平等，仔细聆听，太过苛刻，会让孩子不自信，这个大学问，我倒是时时在警醒，希望是有进步。
水果,0,硬到可以把牙硌掉。典型的落果，五毛一斤，不能再多了。
酒店,1,房间很舒适也很干净，周围虽然不热闹但很安静，离虹桥机场很静，平时价格很贵但因为入住时正逢春节假期所以价格超值！！！
书籍,0,因为前些时间对心理学感兴趣，买了上下集。好久没看小说了，放在床头，每天一点地看完。没有失望，因为我从来就不对一本书寄予很重的希望。能说的只是，落俗套了，而且俗得看完有点反胃。佛洛依德把人类心理问题的结归到性，本书则很好地遵循了这原则。但书中的桥段把整本书从一个高起点狠拽到一个龌龊之地。女心理师，只是一个空洞的光环。第一次看毕淑敏的书，也是最后一次。
手机,0,一、屏幕完全不能接受，连TFT屏都不是，更不用谈它屏幕的低分辨率了。二、内置了摄像头，但却只有30万像素，这点也不太令人满意。三、支持MP3，又内置了摄像头，但内存却只有10M，完全不够用。
水果,0,一箱苹果16个里面14个是坏的，发霉的，商家说是不是坏的，商家当我是傻瓜。
手机,1,作为MOTO这个世界大厂出产的他的第一款音乐手机，在MP3播放上有比较高的水准，不论是内放还是外放都是比较优秀的，这点在我用MX耳塞试听更加得到检验，但是跟高端的MP3播放器还是有点距离，表现如下：1低音下潜不足，我用SONY耳塞（PS：SONY的耳塞比较注重重低音和超重低音）试听有所改尚，2MP3播放器界面不直观，做为一款音乐主打的音享手机我觉得这是不应该的，也许是我还是用95R的版本的原因吧，3不支持192KBPS以上的MP3，我们都知道KBPS越高MP3的音质更好，虽然这低于这192可以节省空间，但是对于一些单纯追求音质的玩家，这也许也是一个瑕点吧！不过说实话，除非你是专门搞创作的，我想你一定会对该音享手机的音质感到满意。说了音乐再说点别的，手机最主要的功能还是通信，这个手机的通话质量不错，通话音量也行，在很吵的地方都能听清楚，这点比NOKIA的这个价位的手机要好。说道通信就不得不提到短信，说到短信就不得不提到一点，这点也是玩家争论最多的——MOTO的输入法，说实话MOTO的输入法真的难按（也许是我一直用NOKIA的T9缘故吧，别扔臭鸡蛋啊），刚开始连个符号都不知道在哪里，这点我不知道MOTO这个手机大厂怎么想的，T9是世界上最方便快捷的输入法，在T9模式下按“*”可以直接调用符号，长按“#”可以直接转入数字模式，短按可以在T9，大小写字符，数字之间切换，很方便也很快捷，不过ITAP也不是一无是处，比如常用字优先就很好，各有千秋吧，智者见智吧，马克司唯物辩证法证明任何事物存在都有其客观或必然的原因，哈~，撤远了。再说外形吧，有人说它像棺材，黑黑的，方方正正的，像吗？我到觉得它的外形很不错，机身很挺直，握在手里感觉也很好，磨砂质感耐滑（虽然有点容易多汗）。 但是E398里有一点很好，就是感光型键盘灯，当外界亮度足够我们看清键盘时键盘灯不亮，相反则自动打开，幸好我曾经在论坛潜水过几次，否则我一定会认为机子出问题了，哈~，当然这是后话 摄像头，因为这两天温州下雨，所以E398效果比6600好很多，这得意于398的闪光灯，这两款机的摄像头都可以说是代表了30W的最高效果，具体的：398的照片偏红（不开闪光灯），而且在启动是延迟比较长。但还是很让人满意的。
计算机,0,我下单后就降价还送东西，这个我接受不了，还送包包~~，还不给申请价格保护，让人难以接受
水果,1,京东配送超级快，大小均一，看着不错
平板,0,差评老死机动不动就不好用了
手机,1,现在它的价格很低不到1000元，才899元，红色的很可爱
书籍,1,威廉&#183;欧奈尔的经典之作；有朋友看了我买的书后说；不适用我们国内的A股市场。我刚刚看了几章就把我吸引住了！人性的弱点是不分国家和文化的~结合我自己八九年的炒股票经历——书中描绘的情景就像是我之前和现在所经历的一样！我为什么没有在几年以前看到欧奈尔的这本书呢？书中的很多理论对我们散户很有借鉴意义。强烈推荐！
水果,1,嗯，我觉得这个苹果真的很好吃，而且带有很浓的苹果味也这么新鲜，我还想再买，这个真是不错
衣服,0,降价*购买的，骗人的，和*的简直没发比，一样的裤子，两个布料
水果,0,京东自营水果，发货慢4-5天才到，也是第一次尝试，居然买4个火龙果没有一个新鲜的，也太不新鲜了。
水果,1,速度很快呢，次日就来了。收货时，京东人员帮助检查了质量，这叫安心收。基本没发现坏的，苹果颜色也比较红润
洗发水,1,潘婷这次套跟真的装很划算呢，还送了旅行装的小样，看量应该是中样。棒棒哒京东?
酒店,0,"之前还可以, 这次去, 房间地毯都是黑的, 很赃, 自助餐有够难吃, 服务员比经理人数还少, 整个酒店好像有点要关门大吉的感觉."
水果,0,买了三个火龙果，烂了两个，还没有客服处理！
水果,1,很好的，价格也便宜的，我都吃了两个了，下次还要来买
蒙牛,0,什么三鹿蒙牛的都太可怕了 还是从小儿喝的北京自己的三元最靠谱儿
酒店,1,带孩子入住只是希望能畅游迪士尼乐园（住客可以一次购票两天入园且中途可以自由出入），感觉还是值得的：整个园区景观幽雅，植被丰茂，各条园路均引人入胜，建议有时间可以四处走走。酒店环境不错，房间宽敞整洁，床很大，可以算作两张双人床；订的海景房，窗外远眺海湾，看渡轮往返，赏烟雨迷蒙，心旷神怡；晚餐自助餐尚可，早餐不敢恭维，孩子们如果喜欢与米奇合影，也可以尝试；建议下午六点左右回酒店到日落大道走走，海滨、晚霞、远山，值得期待。行李寄存和免费穿梭巴士很方便，入住时间下午三点，退房为上午十一时，但前后都可以免费寄存行李，不过乐园入口左侧也可以寄存，只是需要开包检查，麻烦。喜欢高球的朋友也可以到酒店后右侧早上挥几杆，我们是去游泳池享受了温水泡浴；泳池后还有个吧，看配制可以烧烤和表演，应当是晚上的节目，我们那天晚上下雨，没赶上。
酒店,0,孤岛一个，只适合等早班飞机
平板,1,好音质，很流畅，画质一流，不愧国产精品
计算机,1,漂亮，连适配器都是小巧精致的，也是白色，很好看~屏幕亮度挺高，晚上开到最亮刺眼~ 续航时间没有那么长，大概5个小时左右，不过也够用了。
蒙牛,1,蒙牛的草料运输，以成本换安全。
平板,0,简直无语了，居然发一个用过的给我，还是4月份就用过的，麻烦发一个用过的你还是刷哈机嘛，我不晓得京东你们要搞啥子，你们到底还想不想好好做生意，1千多块钱还是不是啥小钱，不是几块钱的事情，你们能不能认真负责一点
水果,1,别把脂肪肝不当回事，不管他，不会自己好，只会愈发严重，肝癌就是这样演变而来的。    今天不养生，明天排队养医生！健康生活，从改变开始！
水果,0,一直在京东买生鲜，这次的火龙果三个全是烂的，太差了。
酒店,0,内部设施比较旧，临街一边比较吵，性价比一般。
洗发水,0,效果很不好！洗了当时挺顺的，第二天头好痒，还好多头屑，以前一直用的这款，从来没这问题，好几个室友洗了都有这问题，所以我怀疑这是不是正品呀！！！！！
水果,1,为了比较哪一种苹果在京东自营好吃，于是我买了这个烟台苹果和洛川红富士，然后我觉得这烟台苹果比较好吃，因为比较甜，所以比较便宜的不见得会比贵的差，这次我知道后，会再来购买！
衣服,1,很好的一直用京东快递非常好的服务
衣服,0,不好啊穿上好像有刺一样
洗发水,1,很好，一直用沙宣，送了很多小样，很不错。。。
水果,1,商品很好，果脆，个多，颜色也好看。包装简约环保，物流给力，京东商城的东西就是好。价格也便宜。值得购买，推荐给朋友们的。
平板,1,不错了，价格和实物配得上。
平板,0,东西本身还不错，但是卖家的各种促销活动真是让人呵呵，一次性买了5台，说好的赠品一样也没有，说是赠完为止，真是搞笑。还有亲们一定要一个一个的下订单，不然你买100个也只会给你算一个活动赠品，而且还会“赠完为止”
衣服,1,好评啦，还会回购哒，链接已分享啦，
洗发水,1,很好，超值。超市一瓶都99了，
酒店,0,服务质量好，管理到位。安全卫生，班车准时到位。
洗发水,0,京东太坑，所有自营商品都不是京东商城自己卖的，大家上新闻看看就知道了！
酒店,0,"可能是以上海地区而言不算贵吧,但是一切都乏善可陈,就是说不出甚么特别不好的,但是也说不出一点好的,反正如果住这种酒店,不如委屈点住廉价连锁酒店还可以省钱早餐没啥东西吃,又是一个扣分项目,前台和服务员动作很慢,还好离机场近,不然不早退房会赶不上飞机"
酒店,1,"酒店很新,房间大设施全,离汽车站很近,不过地点大概属于城外了.下次还是会选择这里"
手机,0,不支持短信群发！无摄像头！不支持MP3播放！无手写笔功能！不支持JAVA！无彩信收发功能！无录音功能！原装配件中既无USB数据线，也无耳机！不支持声控拨号！不支持自动开关机！不支持来电防火墙！无红外和蓝牙接口！
衣服,1,衣服质量很好，穿着舒服，面料不错，物流很快，商家服务好。
水果,0,一颗星完全是给快递员的。明明写着大果，怎么还那幺小。还没吃不知道怎么样。这次购物很糟糕，贵的完全没有价值了。
水果,0,称了一下一箱苹果的净重是2.1公斤，这点跟宣传的2.8公斤相差太大。苹果水份足，但是不是很甜。包装很好没有磕碰的，但是有些苹果的卖相不好。
水果,0,潘代言的苹果和他一样个头小的可怜
衣服,1,穿着大小刚好，买了两条，颜色也挺好看的，老公很喜欢，面料也挺好的，这个价钱真的很值
酒店,1,"酒店服务亲切,我们当时喝红酒没有开瓶器，打电话给客房部，专门给我们送了过来，非常感谢。同时麻将免费租借也是非常人性的服务。缺点是，酒店别墅的设备比较陈旧，早餐也比较单调。还有附近的交通实在是不怎么方便。补充点评 2008年6月23日 ： 没有吹风机希望可以准备。另外就是牧屋区和内部游览区增加一些指示牌就更好了，我朋友进去找马场找了好久，最后不得不打电话咨询。对了，还有客房部的服务人员非常好，我们退房的时候朋友拉下了手机，等我们走了以后，他们专门打电话过来。多谢阿"
酒店,1,这家酒店离阳朔有15分钟的车程，是一家民居（民居在阳朔很普遍）。整撞建筑的风格很特别，古色古香。不出家门就能看到阳朔的山山水水。只要打电话给李阿姨，他回安排车到阳朔来接。李阿姨很热情，给人一种很真诚的感觉，很健谈，把我们当成一家人，民居提供的饭菜也很好吃。只是要是在她那里租自行车或导游的话，会比外面贵一点。补充点评 2008年7月4日 ： 房间设施一般，建议大家自己带洗漱用品和毛巾。毕竟是农家，不比大酒店。
水果,0,最后一次在京东买东西，快递刚到打开果子是裂开闻去明显有异味，和客服反映问题，客服说他家买东西是没办法退的，。我问怎么处理，他的意思是你活该，谁让你来我这买东西，问他能解决吗，他就不回话了。
平板,0,昨天下单时问客服，今天有活动吗？客服说，没接到活动的通知。结果，今天我的货还没到，就已经降价了50元，找客服咨询，只让我申请所谓价格保护，没有用，我只想说，这么大一个官方旗舰店，就是这样对待顾客的吗？货还没到，就降价了50，难道不该退还顾客差价吗？
洗发水,1,一直用潘婷的洗发护法产品很不错
平板,1,整体满意 没膜 没赠品 给宝宝买来看看动画片 足够了 使用没问题 现在家里都在向华为转移了
平板,1,平板还不错，就是啥也没送，皮套，钢化玻璃膜，都要自己重新再买，希望能去一步到位！
热水器,1,好评！
洗发水,1,第二次买了，很划算，是正品，洗了头之后，头发很顺。
